,id,goal,sol1,sol2,label,slot_question,slot_answer,pred_answer
189,fee05acf-1487-4ae3-85e8-7c554be238ce,How to wash your windows without leaving streaks?,You can purchase a window squeegie with foam along one side and a rubber strip along the opposite side. Dip the window into hot soapy water and then vigorously wipe down the squeegie with a soft lint-free rag. Observe the results and pick any lint off the window that remains.,"You can purchase a window squeegie with a strip of foam on one side and a rubber strip on the other. Dip the foam side into hot soapy water and vigorously wipe down the surface of the glass. Then flip the squeegie over and in long smooth strokes, glide the rubber side over the glass starting at one top corner, going back and forth without lifting the rubber off the glass. When you have completely removed the water, observe the result and dab any drips or missed spots with a lint-free rag.",1,"How to wash your windows without leaving streaks?
sol1:
sol2:You can purchase a window squeegie with a strip of foam on one side and a rubber strip on the other. Dip the foam side into hot soapy water and vigorously wipe down the surface of the glass. Then flip the squeegie over and in long smooth strokes, glide the rubber side over the glass starting at one top corner, going back and forth without lifting the rubber off the glass. When you have completely removed the water, observe the result and dab any drips or missed spots with a lint-free rag.",You can purchase a window squeegie with foam along one side and a rubber strip along the opposite side. Dip the window into hot soapy water and then vigorously wipe down the squeegie with a soft lint-free rag. Observe the results and pick any lint off the window that remains.,"Use a microfiber cloth and a mixture of equal parts vinegar and water to clean the windows. Wipe the surface in a circular motion, making sure to remove any excess liquid or residue."
190,e960af0a-b745-4530-a260-93026c47cacc,how do you flex?,show your muscles.,lay down.,0,"how do you flex?
sol1:show your muscles.
sol2:",lay down.,Stretch your body
191,875af622-d571-4b1c-aa84-20f198677239,to shake your head?,move it up and down,move it side to side,1,"to shake your head?
sol1:
sol2:move it side to side",move it up and down,Nod it up and down
192,dc9ddfa8-9c7c-4ed8-b944-e818cac7a00f,how do you cut a sandwhich in half?,break it apart into two pieces.,use a knife to slice through the bread top and bottom of the sandwhich halfway across the sandwich.,1,"how do you cut a sandwhich in half?
sol1:
sol2:use a knife to slice through the bread top and bottom of the sandwhich halfway across the sandwich.",break it apart into two pieces.,"Use a sharp knife to cut horizontally through the middle of the sandwich, dividing it into two equal halves."
193,5cf105cd-7685-40f8-847d-7c8ee6223b10,"To trick your teenager into cleaning their room,",make them think that their room will catch on fire otherwise.,make them believe there is something awesome hidden in it.,1,"To trick your teenager into cleaning their room,
sol1:
sol2:make them believe there is something awesome hidden in it.",make them think that their room will catch on fire otherwise.,Tell them you'll give them a surprise reward if it's spotless.
194,da6303f0-20a5-44c7-96c9-80fc7592cf1f,Remove dust residue from chalk boards.,Wipe down with baby wipes.,Wipe down with index cards.,0,"Remove dust residue from chalk boards.
sol1:Wipe down with baby wipes.
sol2:",Wipe down with index cards.,Use a damp cloth or sponge to wipe down the chalkboard.
195,1bca291a-fbd9-4fb4-9c35-921660def603,"To make a piece of wood darker in color,",soak the wood in Vodka or Ethanol.,soak the wood in a vat of coffee or tea.,1,"To make a piece of wood darker in color,
sol1:
sol2:soak the wood in a vat of coffee or tea.",soak the wood in Vodka or Ethanol.,Apply a coat of wood stain
196,8b93f508-f512-4f46-a332-0adeb759a852,sweat band,cover  heads ,cover  pillows ,0,"sweat band
sol1:cover  heads 
sol2:",cover  pillows ,Worn around the wrist
197,d204d3d6-e081-4d6b-ac20-99d7c6b6ce9f,How to improve your jaw in boxing,Practice being hit in the head to develop a tolerance to being hit.,Work on the muscles of the head and neck to make yourself stronger.,1,"How to improve your jaw in boxing
sol1:
sol2:Work on the muscles of the head and neck to make yourself stronger.",Practice being hit in the head to develop a tolerance to being hit.,Practice proper punching technique and use a mouthguard to protect your jaw from injury.
198,0b446b1f-c594-4ebc-aa88-36613cd1f884,how do you stop a stomach from growling?,take a shower to soothe the growling.,"do not allow yourself to get hungry, by eating.",1,"how do you stop a stomach from growling?
sol1:
sol2:do not allow yourself to get hungry, by eating.",take a shower to soothe the growling.,Take a deep breath and try to relax
199,af5fb9e8-66be-4435-bd47-fe58feff4fda,Dumpster dive.,Scope out a place with a dumpster you are interested in. Get a long stick and a stool to be able to reach into the dumpster. Grab the free items you want.,Look for a dumpster with a lot of traffic and jump into it. Get a box from the dumpster and load the items you want into it. Be sure to do this in day light so you will be safe and seen.,0,"Dumpster dive.
sol1:Scope out a place with a dumpster you are interested in. Get a long stick and a stool to be able to reach into the dumpster. Grab the free items you want.
sol2:",Look for a dumpster with a lot of traffic and jump into it. Get a box from the dumpster and load the items you want into it. Be sure to do this in day light so you will be safe and seen.,Wear gloves and protective clothing to avoid any potential hazards and ensure your safety while dumpster diving.
200,4678247c-c336-4788-b80b-8adcfb33bfdd,How to attract hummingbirds to your garden?,Hummingbirds are territorial so it is best to have several different feeders or patches of flowers that hummingbirds will be attracted to. Otherwise they might fight and they will leave and not want to return.,"If you hum a tune while you garden, humming birds will want to sing along with you so you don't have to really bother with feeders or special flowers.",0,"How to attract hummingbirds to your garden?
sol1:Hummingbirds are territorial so it is best to have several different feeders or patches of flowers that hummingbirds will be attracted to. Otherwise they might fight and they will leave and not want to return.
sol2:","If you hum a tune while you garden, humming birds will want to sing along with you so you don't have to really bother with feeders or special flowers.",Provide a water source such as a birdbath or misting feature for the hummingbirds to drink and bathe in
201,ef1c5761-1df2-4bf7-b9cf-e67ea239df63,"To remove ink from a sheet of copper if you make a mistake when applying a stamp to it, you can",Use super glue,Use acetone,1,"To remove ink from a sheet of copper if you make a mistake when applying a stamp to it, you can
sol1:
sol2:Use acetone",Use super glue,Use rubbing alcohol
202,2bbc827d-10f6-49b5-abd9-4838f4d577d7,"To organize the untitled music on your phone,",download a music editing app.,delete it all and look for properly titled files.,0,"To organize the untitled music on your phone,
sol1:download a music editing app.
sol2:",delete it all and look for properly titled files.,"Create specific folders and categorize the music based on genre, artist, or playlists."
203,d0bf1dd5-f6e1-414d-ab21-7393a16fe144,"To make the most of an exotic trip,",research ahead of time to create a strict itinerary of plans and stick to it diligently so that there is no free time leftover.,"don't over plan, keep things fluid so that you can explore and take advantage of any special opportunities you might find.",1,"To make the most of an exotic trip,
sol1:
sol2:don't over plan, keep things fluid so that you can explore and take advantage of any special opportunities you might find.",research ahead of time to create a strict itinerary of plans and stick to it diligently so that there is no free time leftover.,Take time to immerse yourself in the local culture and try new experiences.
204,2f27f8be-b78d-4882-9d7f-794f7442d104,"To use a splash of vanilla extract,",tip the bottle upside down and let the contents splash into the mixing bowl.,pour a small amount into a soup spoon and drop it into the mixing bowl.,1,"To use a splash of vanilla extract,
sol1:
sol2:pour a small amount into a soup spoon and drop it into the mixing bowl.",tip the bottle upside down and let the contents splash into the mixing bowl.,Stir a few drops into your coffee or tea.
205,b70be87d-a3f8-4d12-808d-926a6fb0ccc0,"To decrease the amount of car pollution in the atmostphere,",carpool to work with a couple of other people so they don't all drive separate vehicles.,arrange with other coworkers to be sure that everyone drives their own vehicles.,0,"To decrease the amount of car pollution in the atmostphere,
sol1:carpool to work with a couple of other people so they don't all drive separate vehicles.
sol2:",arrange with other coworkers to be sure that everyone drives their own vehicles.,Take public transportation or walk/cycle instead of using a car
206,e596e0d0-8ed7-4d30-bcc7-15d666137a52,how do you give a confession,tell a lie about something,tell the truth about something,1,"how do you give a confession
sol1:
sol2:tell the truth about something",tell a lie about something,Confess your feelings or actions to someone
207,1cc25376-15cb-4ad0-9f3c-4d549f3a2a55,What can you use for a fence for a DIY bird feeder?,You can use sticks and glue them to the bird house wherever you see fit.,"You can use popsicle sticks, and glue them together in a row along the outside.",1,"What can you use for a fence for a DIY bird feeder?
sol1:
sol2:You can use popsicle sticks, and glue them together in a row along the outside.",You can use sticks and glue them to the bird house wherever you see fit.,You can use wire mesh or chicken wire as a fence for a DIY bird feeder.
208,b7052020-2282-41ab-8d07-06f3ca943437,how to render bacon fat?,"cook bacon in a skillet, when bacon is done, remove from the pan. pour off the grease.","freeze the bacon in strips, and bake in the oven until tender. pour water over the bacon, and collect the grease.",0,"how to render bacon fat?
sol1:cook bacon in a skillet, when bacon is done, remove from the pan. pour off the grease.
sol2:","freeze the bacon in strips, and bake in the oven until tender. pour water over the bacon, and collect the grease.",Strain the remaining fat through a fine-mesh sieve or cheesecloth to remove any impurities.
209,6fc09905-da56-4aa9-bb9c-e0d36ed9a39c,"To increase the flavor intensity in a pot of soup,",add extra water to the pot at the end.,cook without a lid so that the water evaporates.,1,"To increase the flavor intensity in a pot of soup,
sol1:
sol2:cook without a lid so that the water evaporates.",add extra water to the pot at the end.,Add more spices or seasonings.
