,question,answer,pred_ans,ROUGE-1-precision,ROUGE-1-recall,ROUGE-1-fmeature,ROUGE-2-precision,ROUGE-2-recall,ROUGE-2-fmeature,ROUGE-L-precision,ROUGE-L-recall,ROUGE-L-fmeature
3673,Goldthorpe identified the 'service class' as:,people working in consultancy firms who were recruited by big businesses,"those in non-manual occupations, exercising authority on behalf of the state",0.09090909090909091,0.08333333333333333,0.08695652173913043,0.0,0.0,0.0,0.09090909090909091,0.08333333333333333,0.08695652173913043
3674,Industrial production in the nineteenth century was characterized by:,the 'managerial revolution' by which ownership and control became separate,the rise of professional managers overseeing the operations of large corporations,0.1,0.09090909090909091,0.09523809523809525,0.0,0.0,0.0,0.1,0.09090909090909091,0.09523809523809525
3675,The deviant subculture of homosexuals who met in seventeenth and eighteenth century London was called the:,dollies,mollies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3676,"In Durkheim's work, the term 'collective representations' refers to:",images of gods or totems that are widely recognized,images of gods or totems that are widely recognized,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3677,Which of the following is a personal document with closed access?,confidential medical records,confidential medical records,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3678,The tripartite system used the 11+ exam to select pupils for:,"private, public and comprehensive schools","private, public and comprehensive schools",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3679,Durkheim defined social facts as:,"ideas and theories that have no basis in the external, physical world",supernatural forces that influence human behavior.,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.1111111111111111
3680,The media-themes model of media influence claims that:,content analysis is the best way to identify the themes covered by the media,option content analysis is the best way to identify the themes covered by the media.,1.0,0.9333333333333333,0.9655172413793104,1.0,0.9285714285714286,0.962962962962963,1.0,0.9333333333333333,0.9655172413793104
3681,Which of the following is not identified by Fulcher & Scott as a criterion of community?,collective action based on common interests,collective action based on common interests,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3682,Which of the following is not a consequence of global tourism?,"the exploitation of cheap, unregulated labour in poor countries","the exploitation of cheap, unregulated labour in poor countries",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3683,Which of the following did Thatcher's government not strive to achieve:,"individual freedom, choice and responsibility","individual freedom, choice and responsibility",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3684,One of the ethical problems with covert participant observation is:,subjecting the participants to physical harm,subjecting the participants to physical harm,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3685,The embourgeoisement thesis suggests that:,capitalists are being replaced by salaried managers with bureaucratic authority,the affluent working class is adopting middle class values and ways of life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3686,Women have been excluded from the public sphere because:,those who enter paid employment have been 'sidelined' into particular fields,patriarchal norms and gender stereotypes have limited women's access to education and opportunities in the workforce.,0.09090909090909091,0.058823529411764705,0.07142857142857142,0.0,0.0,0.0,0.09090909090909091,0.058823529411764705,0.07142857142857142
3687,The human relations approach emphasized the importance of:,providing therapy and counselling in the workplace,providing therapy and counselling in the workplace.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3688,Which of the following best describes the fallacy of style over substance?,Confusing figurative language with literal language.,Confusing figurative language with literal language.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3689,"Which of the following fallacies is a way of suppressing evidence that eliminates a source of evidence from consideration by claiming the source is flawed, when there is no true relationship between the alleged flaw and the reliability of the source?",snob appeal,snob appeal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3690,Arguing that what is true of an entire object is also true of each part of that object is the fallacy of,hasty generalization,Hasty generalization,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3691,Which of the following describes the horse laugh fallacy?,"arguing actions should be taken to avoid negative results, when those results are exaggerated, unlikely, or irrelevant","arguing that actions should be taken to avoid negative results, even when those results are exaggerated, unlikely, or irrelevant.",1.0,0.8947368421052632,0.9444444444444444,0.875,0.7777777777777778,0.823529411764706,1.0,0.8947368421052632,0.9444444444444444
3692,Arguing that a lack of evidence proves something is the fallacy of...,Equivocation,Equivocation,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3693,The argument against the person consists of,causing confusion during an argument by a lack of ability to engage in refutation,Using logical fallacies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3694,Which of the following fallacies happens when someone concludes that someone must be honest because the people he hangs around with are honest?,Reprehensible personality,Reprehensible personality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3695,Asking a question that includes an unproven assumption may lead to which of the following fallacies?,a priori,False dilemma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3696,"Polonius in William Shakespeare's Hamlet: ""Your noble son is mad: Mad call I it, for to define true madness, What is't but to be nothing else but mad?""",Attacking the Person (ad hominem),Attacking the Person (ad hominem),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3697,The natural law fallacy is,the same thing as the  post hoc  fallacy,arguing that a specific event or circumstance caused another event or circumstance without sufficient evidence or logical reasoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3698,"If someone uses an emotionally charged restatement of a claim in place of support for the claim, that person may have committed which of the following fallacies?",Hypostatization,Hypostatization,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3699,Arguing that a claim must be true merely because a substantial number of people believe it is called the fallacy of...,Appeal to reason,Appeal to reason,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3700,Which of the following describes the fallacy of appeal to spite?,responding to an argument with an expression of derision instead of a counter argument,arguing against a position based only on negative personal feelings toward the position.,0.07142857142857142,0.07692307692307693,0.07407407407407408,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693,0.07407407407407408
3701,Another name for hasty conclusion is,ad novitatem,ad novitatem,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3702,"John S. Knight, Detroit Free Press (3 July 1970): ...Capitalism is the economic system in which the means of production and distribution are privately owned and operated for profit. The alternative system is called socialism, the theory of the ownership and operation of the means of production by society, with all members sharing in the work and the products.",Begging the Question,False Dilemma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3703,The fallacy of composition is,drawing a conclusion based on sign reasoning when there is not really a direct relationship between the alleged sign and the subject of the conclusion,drawing a conclusion based on sign reasoning when there is not really a direct relationship between the alleged sign and the subject of the conclusion.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3704,""" _Ad crumenam_ "" is a specific kind of",Hasty Generalization,Hasty Generalization,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3705,Which of the following fallacies happens when someone draws a conclusion that is simply a restatement of one of the premises?,Accident,Accident,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3706,"I don't know what the answer is to number 8. But Heather hasn't made the third option into the correct answer for a while, and even then only once, so I'm guessing that this is the fallacy of Composition!",Equivocation,Equivocation,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3707,"When someone argues that making a change will have no significant effect, but there is no evidence that the effect will not be significant, that person has committed which of the following fallacies?",appeal to tradition,appeal to tradition,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3708,Which of the following best describes the fallacy of question begging epithets?,"Reasoning that ideas presented in an appealing manner are correct, regardless of the content of the message.","Ideas presented in an appealing manner are correct, regardless of the content of the message.",0.8823529411764706,1.0,0.9375,0.875,1.0,0.9333333333333333,0.8823529411764706,1.0,0.9375
3709,The fallacy of reprehensible personality is a specific type of,Begging the question,Begging the question,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3710,"If you say an opposing arguer has taken a position that you can easily defeat, when he or she has not taken that position, then you go on to defeat that position and claim to have done significant damage to that arguer's overall argument, you are probably guilty of which of the following fallacies?",appeal to emotions,appeal to emotions,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3711,"""The minor premise must affirm the antecedent or deny the consequent"" is a way to determine the validity of which type of argument?",Toulmin model,Conditional syllogism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3712,The complex proposition fallacy involves,arguing something is inferior just because it doesn't do something it was never intended to do.,arguing that a product is inferior just because it doesn't have a feature it was never intended to have.,0.7647058823529411,0.65,0.7027027027027027,0.625,0.5263157894736842,0.5714285714285714,0.7647058823529411,0.65,0.7027027027027027
3713,Referring to an act committed by an opponent in negative terms while referring to the same act committed by the arguer or supporters in favorable terms describes which of the following fallacies?,Hypostatization,Hypostatization,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3714,Which of the following explanations best fits the fallacy of ignorance of refutation?,arguing an action should be taken based only on the need to be loyal to someone or to a group,arguing that an action should be taken based only on the need to be loyal to someone or to a group.,1.0,0.9523809523809523,0.975609756097561,0.9473684210526315,0.9,0.9230769230769231,1.0,0.9523809523809523,0.975609756097561
